0,0,100,1,0,0,100,1,0,0,100,1,0,0,100,1,0,0,100,1,0,0,100,1,0,0,100,1,0,0,100,1,0,0,100,1,0,0,100,1,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000
0,0,90,1,-10,0,100,1,0,0,100,1,10,0,100,1,0,0,90,1,0,0,100,1,10,0,100,1,0,0,100,1,0,0,100,1,0,0,100,1,-1000000,-1000000,-1000000,-1000000,-639.651428632721,-9.471555397883606,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000
-10,0,90,1,-10,-10,100,1,0,0,100,1,20,0,100,1,0,-10,90,1,0,0,100,0,10,-10,100,1,10,0,100,1,10,0,100,1,10,0,100,1,-1000000,-1000000,-679.3406950022134,14.381067889317649,-602.3743264741088,12.118295577570734,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000
-20,0,90,1,-10,-10,100,1,0,-10,100,1,30,0,100,1,0,-10,90,1,0,10,100,0,10,-20,100,1,10,0,100,1,10,0,100,1,10,0,90,1,-1000000,-1000000,-626.4395102171598,11.18233592010904,-576.3658535447539,33.493016296077144,-694.3785963547981,22.313375943269648,-804.4853092391246,-8.155889406110987,-792.9453989348856,-125.10802873028055
-20,0,80,1,-20,-10,100,1,0,-20,100,1,30,0,100,1,0,-10,100,1,0,0,100,0,10,-20,100,1,10,0,90,1,10,-10,100,1,10,0,100,1,-1000000,-1000000,-608.2736191380586,17.132295627441465,-539.9628453674019,89.43382194244148,-646.9242657553589,17.511001542717622,-1000000,-1000000,-1000000,-1000000
-10,0,80,1,-20,-10,100,1,0,-10,100,1,30,0,90,1,-10,-10,100,1,0,0,90,0,20,-20,100,1,10,0,100,1,10,-20,100,1,10,10,100,1,-804.8941964801782,-2.511603282509199,-573.8025562256142,3.479064289368523,-477.7491197683578,158.60972635649847,-587.9314781471851,27.20754387631814,-695.8298043676758,14.868557695871345,-1000000,-1000000
-10,-10,80,1,-30,-10,100,1,0,-10,100,1,30,0,100,1,-10,-10,90,1,-10,0,90,0,20,-20,100,1,10,0,100,1,10,-20,100,1,0,10,100,1,-805.7728417780613,-64.90140047377477,-540.3565243353817,7.307029281347127,-440.8676002516794,127.25150453638915,-490.361328982559,-85.07821945297457,-651.3003819882016,22.50905664252781,-772.1688734970156,-31.583899474260306
-20,-10,80,1,-30,0,100,1,0,-10,100,1,30,0,90,1,-10,-10,100,1,-10,0,90,0,20,-20,100,1,10,0,100,1,10,-20,100,1,0,10,100,1,-1000000,-1000000,-476.1709916851411,-179.75667583313356,-476.23641685138176,268.88728801033653,-389.84349146646684,60.076039278907615,-590.6165555643106,15.179282602635965,-1000000,-1000000
-20,-10,80,0,-30,0,100,1,0,0,100,1,20,0,90,1,-10,-10,100,0,-10,0,100,0,20,-20,100,1,20,0,100,1,10,-20,90,1,0,10,90,1,-1000000,-1000000,-468.27042202759424,-196.50585636346477,-428.6830585893265,239.25212133568533,-1000000,-1000000,-492.8883775267714,-123.33573109076545,-1000000,-1000000
-20,-10,80,1,-30,-10,100,1,10,0,100,1,20,0,100,1,-20,-10,100,0,-20,0,100,0,20,-10,100,1,30,0,100,1,10,-20,90,1,0,20,90,1,-1000000,-1000000,-466.02717442792806,-260.6358110629661,-375.68156781224764,245.25166576391564,-285.30792452430217,-2.568466210239066,-402.6265307722553,22.436300165367356,-569.341614971454,-0.4248797526474277
-20,0,80,1,-20,-10,100,1,10,0,100,1,10,0,100,1,-20,-20,100,0,-20,0,100,0,20,0,100,1,30,-10,100,1,0,-20,90,1,0,30,90,1,-713.0780655931578,21.822445009080695,-474.261369330077,-284.3598368826825,-274.50019250225193,236.80814538506672,-265.99994193764985,0.3585513342392517,-1000000,-1000000,-498.10863276218384,11.11095962503208
-20,0,90,1,-30,-10,100,1,10,0,100,0,0,0,100,1,-20,-20,100,0,-20,10,100,0,20,10,100,1,30,-10,90,1,0,-20,90,0,-10,30,90,1,-700.7544668675994,22.836756896552515,-422.39832949223035,-303.0425089234385,-230.68619684787274,238.26504325706895,-256.08393049176,-42.2306448049353,-1000000,-1000000,-452.8297599550483,-6.007736963425998
-20,-10,90,1,-30,-10,100,1,10,0,100,0,0,0,100,1,-20,-20,100,1,-20,10,100,0,20,10,100,1,20,-10,90,1,0,-20,100,0,-10,30,80,1,-703.3531564165451,19.287167938554887,-1000000,-1000000,-180.85048403961525,250.60892431451867,-250.9810519383502,-71.04798887363128,-1000000,-1000000,-1000000,-1000000
-20,-10,90,0,-30,-10,100,1,10,0,100,1,0,0,90,1,-10,-20,100,1,-30,10,100,0,20,10,100,0,30,-10,90,1,10,-20,100,0,-10,20,80,1,-698.330219084485,-2.2337516071416417,-1000000,-1000000,-135.69308366356393,248.79285835637572,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000
-30,-10,90,0,-30,-10,90,1,10,0,100,1,0,0,100,1,-10,-20,100,1,-30,0,100,0,20,0,100,0,30,-10,90,0,20,-20,100,0,-10,10,80,1,-708.2726446425643,-46.11642766374797,-1000000,-1000000,-147.89654911502936,258.32615179966865,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000
-30,-10,90,0,-30,-10,80,1,20,0,100,1,0,10,100,1,-10,-20,100,0,-30,0,100,0,10,0,100,0,20,-10,90,0,30,-20,100,0,-10,10,80,1,-713.108397258567,-67.48939080173608,-1000000,-1000000,-102.36512653164976,258.58722652510875,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000
-20,-10,90,0,-30,0,80,1,20,-10,100,1,0,10,100,1,-10,-20,90,0,-30,0,100,0,10,0,90,0,10,-10,90,0,30,-30,100,0,-10,10,70,1,-763.9101466101793,-204.46884607447578,-1000000,-1000000,-78.36964555867058,262.1996948677411,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000
-30,-10,90,0,-30,0,80,1,20,-10,100,1,0,10,100,1,-10,-20,90,1,-30,0,100,0,10,0,80,0,10,-10,80,0,30,-30,100,0,-10,20,70,1,-1000000,-1000000,-1000000,-1000000,21.060487221606877,268.7587783377755,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000
-30,0,90,0,-20,0,80,1,20,-10,90,1,0,10,100,1,-10,-20,100,1,-30,0,100,0,10,10,80,0,10,-10,80,0,30,-30,90,0,-10,20,70,1,-717.4374797336901,-99.29302327492235,-1000000,-1000000,19.7807656397174,274.3742530946712,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000
0,0,100,1,0,0,100,1,0,0,100,1,0,0,100,1,0,0,100,1,0,0,100,1,0,0,100,1,0,0,100,1,0,0,100,1,0,0,100,1,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000
0,-10,100,1,0,0,100,1,0,10,100,1,0,0,90,1,0,0,100,1,0,0,100,1,0,0,100,1,0,0,90,1,0,0,100,0,10,0,100,1,-1000000,-1000000,-1000000,-1000000,-630.1061332189465,-7.249940991368248,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000
-10,-10,100,1,0,0,100,0,0,20,100,1,0,0,100,1,0,0,100,1,-10,0,100,1,-10,0,100,1,0,0,80,1,0,0,90,0,0,0,100,1,-1000000,-1000000,-679.1281470236539,-44.45692799917367,-586.5252797495933,-15.360076858980392,-802.2278330613423,-14.506652539390842,-1000000,-1000000,-1000000,-1000000
-10,0,100,1,0,0,90,0,0,20,100,1,0,10,100,1,10,0,100,1,-10,0,100,1,-10,10,100,1,0,10,80,1,0,0,80,0,0,0,100,1,-1000000,-1000000,-623.6539293486986,-2.037539555931289,-564.1924080213867,21.33376817054426,-696.8404125785875,-34.032283378499756,-1000000,-1000000,-1000000,-1000000
-20,0,100,1,0,0,80,0,0,20,100,0,0,10,100,0,10,10,100,1,-10,0,100,1,-10,20,100,1,10,10,80,1,0,0,80,0,-10,0,100,1,-1000000,-1000000,-569.2657645334119,-8.042082986283333,-513.2675907126376,161.01047986632528,-643.5405080572259,-31.676577120278353,-794.2934298383959,-44.62648726769987,-1000000,-1000000
-20,10,100,1,0,0,70,0,0,20,90,0,0,10,100,0,10,10,90,1,-10,0,100,1,-10,30,100,1,10,10,80,1,0,0,70,0,-10,0,100,1,-1000000,-1000000,-568.4944225104472,67.94539316728458,-484.88621675378397,152.96719782979358,-610.2133775508494,56.56474738147858,-1000000,-1000000,-787.0446493413805,-70.58066256355303
-20,10,100,1,0,0,70,0,0,30,90,0,-10,10,100,0,10,10,100,1,-10,-10,100,1,-10,30,100,1,10,10,70,1,0,0,60,0,-10,0,100,1,-1000000,-1000000,-540.9563571208575,26.764093016713502,-469.0731512691574,131.16250427520765,-558.1481170655494,44.77504981374278,-695.4826594960861,-21.29560715198795,-785.7544269776544,-74.74177780143407
-20,0,100,1,0,0,70,1,0,30,80,0,-20,10,100,0,10,20,100,1,-10,-10,100,0,-10,20,100,1,10,10,70,1,10,0,60,0,-10,-10,100,1,-789.2524978583725,-27.36579024543005,-555.0241105739706,1.259605635431285,-509.8793610538704,94.94296034774337,-509.8270173613201,141.97372878565722,-627.9517099589136,30.345133778434956,-1000000,-1000000
-10,0,100,1,10,0,70,1,-10,30,80,0,-10,10,100,0,10,10,100,1,-10,-10,100,1,-10,30,100,1,0,10,70,1,10,10,60,0,-10,-20,100,1,-790.8847731435154,-50.37978033828654,-520.4546340544723,-10.12383376126354,-454.8623767020099,162.0293669518401,-476.06054622908584,93.3810671446141,-584.0961468014691,30.129128969760757,-1000000,-1000000
-10,0,100,1,0,0,70,1,-10,30,80,0,-10,0,100,0,10,0,100,1,-10,0,100,1,-10,30,100,1,0,10,70,1,10,10,60,1,-20,-20,100,1,-1000000,-1000000,-495.93707287317386,24.676554394548646,-442.60515805363684,220.5046989618524,-410.2923755098298,71.77879173350522,-528.0470150285526,99.12605949060438,-664.8677223882104,-15.629601837918926
-10,0,100,1,0,0,70,1,-10,30,70,0,-10,-10,100,0,10,0,100,0,-10,0,100,1,0,30,100,1,0,10,60,1,10,10,60,0,-20,-20,100,1,-1000000,-1000000,-501.24124907171404,1.1565653163664251,-466.19096238120676,259.2775965513199,-353.9310786118306,38.516631992689355,-483.791790777075,78.40484015082225,-619.8491406119957,2.3665256220471065
-20,0,100,1,-10,0,70,1,-10,30,70,0,-10,-10,100,0,20,0,100,0,-10,10,100,1,0,20,100,1,-10,10,60,1,10,10,70,0,-20,-20,90,1,-1000000,-1000000,-517.0286373892941,-28.124489935616168,-439.9557873760649,251.77881326989643,-306.8972901548697,-10.160941281538712,-442.163916379928,40.11304207224447,-565.2491218051908,-1.7361951592334322
